IonicLiuid,Cation_SMILES,Anion_SMILES,IL_SMILES,T(K),ST(exp)
[Hmim]Phenolate,CCCCCCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,CCCCCCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,293.15,35.96
[Hmim]Phenolate,CCCCCCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,CCCCCCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,303.15,34.99
[Hmim]Phenolate,CCCCCCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,CCCCCCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,313.15,34.62
[Hmim]Phenolate,CCCCCCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,CCCCCCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,323.15,34.11
[Hmim]Phenolate,CCCCCCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,CCCCCCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,333.15,33.45
[Hmim]Phenolate,CCCCCCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,CCCCCCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,343.15,32.72
[Hmim]Phenolate,CCCCCCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,CCCCCCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,353.15,31.75
[Hmim][TCN] Tricyanomathanide,CCCCCCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,283.23,44.44
[Hmim][TCN] Tricyanomathanide,CCCCCCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,293.35,43.55
[Hmim][TCN] Tricyanomathanide,CCCCCCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,303.33,42.88
[Hmim][TCN] Tricyanomathanide,CCCCCCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,313.26,42.09
[Hmim][TCN] Tricyanomathanide,CCCCCCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,323.25,41.49
[Hmim][TCN] Tricyanomathanide,CCCCCCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,333.18,40.8
[Hmim][TCN] Tricyanomathanide,CCCCCCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,343.11,39.91
[Hmim][TCN] Tricyanomathanide,CCCCCCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,353.53,39.07
[Hmim]tetracyanoborate,CCCCCCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,283.27,41.99
[Hmim]tetracyanoborate,CCCCCCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,293.29,41.32
[Hmim]tetracyanoborate,CCCCCCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,303.27,40.4
[Hmim]tetracyanoborate,CCCCCCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,313.29,39.39
[Hmim]tetracyanoborate,CCCCCCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,323.26,38.6
[Hmim]tetracyanoborate,CCCCCCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,333.2,37.61
[Hmim]tetracyanoborate,CCCCCCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,343.18,37
[Hmim]tetracyanoborate,CCCCCCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,CCCCCCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,353.25,35.86
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,293.15,40
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,298.15,39.7
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,303.15,39.5
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,308.15,39.2
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,313.15,39
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,318.15,38.8
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,323.15,38.6
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,328.15,38.3
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,333.15,38.1
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,338.15,37.9
[HMIM][TFA],CCCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,343.15,37.8
[HMIM][SbF6],CCCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,293.15,38.63
[HMIM][SbF6],CCCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,303.15,37.82
[HMIM][SbF6],CCCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,313.15,37.01
[HMIM][SbF6],CCCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,323.15,36.2
[HMIM][SbF6],CCCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,333.15,35.38
[HMIM][SbF6],CCCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,343.15,34.57
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,283.15,41.2
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,288.15,40.9
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,293.15,40.6
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,298.15,40.4
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,303.15,40
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,308.15,39.7
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,313.15,39.5
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,318.15,39.2
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,323.15,38.8
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,328.15,38.6
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,333.15,38.4
[HMIM][GaCl4],CCCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,338.15,38.2
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,283.15,42
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,288.15,41.6
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,293.15,41.5
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,298.15,41.1
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,303.15,40.7
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,308.15,40.3
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,313.15,40.2
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,318.15,39.9
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,323.15,39.5
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,328.15,39.4
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,333.15,39.1
[HMIM][InCl4],CCCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,338.15,38.9
[Omim][PF6],CCCCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,293.15,35.16
[Omim][PF6],CCCCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,303.15,34.6
[Omim][PF6],CCCCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,313.15,33.89
[Omim][PF6],CCCCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,323.15,33.14
[Omim][PF6],CCCCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,333.15,32.67
[Omim][PF6],CCCCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,343.15,31.98
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,298.15,30.7
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,303.15,30.4
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,308.15,30.1
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,313.15,29.9
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,318.15,29.6
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,323.15,29.4
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,328.15,29.2
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,333.15,28.9
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,338.15,28.7
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,343.15,28.4
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,348.15,28.2
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,353.15,27.9
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,358.15,27.7
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,363.15,27.4
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,368.15,27.2
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,373.15,27
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,378.15,26.7
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,383.15,26.5
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,388.15,26.3
[Omim][BF4],CCCCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,393.15,26
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,31.93
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,31.3
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,30.57
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,29.98
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,29.4
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,28.86
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.8,27.3
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,373.6,26.3
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,393.6,25.3
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,413.4,24.3
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,433.3,23.2
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,453.4,22.1
[Omim][Tf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,473.6,20.7
[Omim][Pf2N],CCCCCCCCN1C=C[N+](C)=C1,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,293.15,28
[Omim][FAP],CCCCCCCCN1C=C[N+](C)=C1,FC(C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)(F)F,CCCCCCCCN1C=C[N+](C)=C1.FC(C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)(F)F,293.15,30.7
[Omim][EtSO4],CCCCCCCCN1C=C[N+](C)=C1,CCOS([O-])(=O)=O,CCCCCCCCN1C=C[N+](C)=C1.CCOS([O-])(=O)=O,298.15,28.67
[Omim][EtSO4],CCCCCCCCN1C=C[N+](C)=C1,CCOS([O-])(=O)=O,CCCCCCCCN1C=C[N+](C)=C1.CCOS([O-])(=O)=O,313.15,27.94
[Omim][MeSO4],CCCCCCCCN1C=C[N+](C)=C1,COS([O-])(=O)=O,CCCCCCCCN1C=C[N+](C)=C1.COS([O-])(=O)=O,293.15,30.4
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],298.15,31.9
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],303.15,31.7
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],308.15,31.5
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],313.15,31.2
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],318.15,30.9
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],323.15,30.6
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],328.15,30.3
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],333.15,30
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],338.15,29.7
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],343.15,29.5
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],348.15,29.2
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],353.15,28.9
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],358.15,28.7
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],363.15,28.4
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],368.15,28.2
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],373.15,27.9
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],378.15,27.6
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],383.15,27.4
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],388.15,27
[Omim]Cl,CCCCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCCCN1C=C[N+](C)=C1.[Cl-],393.15,26.7
[Omim]Br,CCCCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCCCN1C=C[N+](C)=C1.[Br-],293.15,32
[Omim]I,CCCCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCCCN1C=C[N+](C)=C1.[I-],293.15,33.1
[OMIM][Gly],CCCCCCCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.NCC([O-])=O,293.15,35.37
[OMIM][Gly],CCCCCCCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.NCC([O-])=O,303.15,33.98
[OMIM][Gly],CCCCCCCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.NCC([O-])=O,313.15,32.81
[OMIM][Gly],CCCCCCCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.NCC([O-])=O,323.15,31.35
[OMIM][Gly],CCCCCCCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.NCC([O-])=O,333.15,30.07
[OMIM][Gly],CCCCCCCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.NCC([O-])=O,343.15,28.75
[OMIM][Gly],CCCCCCCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.NCC([O-])=O,353.15,27.42
[OMIM][Ala],CCCCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,293.15,28.24
[OMIM][Ala],CCCCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,303.15,27.9
[OMIM][Ala],CCCCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,313.15,27.23
[OMIM][Ala],CCCCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,323.15,26.61
[OMIM][Ala],CCCCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,333.15,26.105
