IonicLiuid,Cation_SMILES,Anion_SMILES,IL_SMILES,T(K),ST(exp)
[COC4MIM][ASP],COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,298.15,54.8
[COC4MIM][ASP],COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,303.15,54.4
[COC4MIM][ASP],COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,308.15,53.9
[COC4MIM][ASP],COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,313.15,53.2
[COC4MIM][ASP],COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,318.15,52.7
[(NH2)C4C1MIM][BF4],C[N+]1=CN(CCCCN)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCCN)C=C1.F[B-](F)(F)F,303.15,50.4
[(NH2)C4C1MIM][BF4],C[N+]1=CN(CCCCN)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCCN)C=C1.F[B-](F)(F)F,333.15,48.3
[(NH2)C4C1MIM][DCN],C[N+]1=CN(CCCCN)C=C1,N#C[N-]C#N,C[N+]1=CN(CCCCN)C=C1.N#C[N-]C#N,303.15,45.1
[(NH2)C4C1MIM][DCN],C[N+]1=CN(CCCCN)C=C1,N#C[N-]C#N,C[N+]1=CN(CCCCN)C=C1.N#C[N-]C#N,333.15,43.6
[PhMMIM][TF2N],C[N+]1=CN(CC2CCCCC2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=CN(CC2CCCCC2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,40.8
[PhEMIM][TF2N],C[N+]1=CN(CCC2CCCCC2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=CN(CCC2CCCCC2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,42.1
[PhPMIM][TF2N],C[N+]1=CN(CCCC2CCCCC2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=CN(CCCC2CCCCC2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,43.5
[PhPMIM][PF6],C[N+]1=CN(CCCC2CCCCC2)C=C1,F[P-](F)(F)(F)(F)F,C[N+]1=CN(CCCC2CCCCC2)C=C1.F[P-](F)(F)(F)(F)F,298.15,33
[C3CNMIM][BF4],C[N+]1=CN(CCCC#N)C=C1,F[B-](F)(F)F,C[N+]1=CN(CCCC#N)C=C1.F[B-](F)(F)F,298.15,48.3
[C3CNMIM][TF2N],C[N+]1=CN(CCCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=CN(CCCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,52.2
[C3CNMIM][DCN],C[N+]1=CN(CCCC#N)C=C1,N#C[N-]C#N,C[N+]1=CN(CCCC#N)C=C1.N#C[N-]C#N,298.15,51.4
[C3CNMMIM][TF2N],CC1=[N+](C)C=CN1CCCC#N,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC1=[N+](C)C=CN1CCCC#N.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,45.2
[C3CNMMIM][DCN],CC1=[N+](C)C=CN1CCCC#N,N#C[N-]C#N,CC1=[N+](C)C=CN1CCCC#N.N#C[N-]C#N,298.15,40.5
[C2CNImEtOEt] [TFA] ,COCC[N+]1=CN(CCC#N)C=C1,[O-]C(=O)C(F)(F)F,COCC[N+]1=CN(CCC#N)C=C1.[O-]C(=O)C(F)(F)F,293.1,40.95
[C2CNImEtOEt] [TFA] ,COCC[N+]1=CN(CCC#N)C=C1,[O-]C(=O)C(F)(F)F,COCC[N+]1=CN(CCC#N)C=C1.[O-]C(=O)C(F)(F)F,313,38.99
[C2CNImEtOEt] [TFA] ,COCC[N+]1=CN(CCC#N)C=C1,[O-]C(=O)C(F)(F)F,COCC[N+]1=CN(CCC#N)C=C1.[O-]C(=O)C(F)(F)F,332.9,37.51
[C2CNImEtOEt] [TFA] ,COCC[N+]1=CN(CCC#N)C=C1,[O-]C(=O)C(F)(F)F,COCC[N+]1=CN(CCC#N)C=C1.[O-]C(=O)C(F)(F)F,353.1,36.3
[C2CNImEtOEt] [DCN],COCC[N+]1=CN(CCC#N)C=C1,N#C[N-]C#N,COCC[N+]1=CN(CCC#N)C=C1.N#C[N-]C#N,293.3,21.96
[C2CNImEtOEt] [DCN],COCC[N+]1=CN(CCC#N)C=C1,N#C[N-]C#N,COCC[N+]1=CN(CCC#N)C=C1.N#C[N-]C#N,313.2,21.3
[C2CNImEtOEt] [DCN],COCC[N+]1=CN(CCC#N)C=C1,N#C[N-]C#N,COCC[N+]1=CN(CCC#N)C=C1.N#C[N-]C#N,333.2,20.39
[C2CNImEtOEt] [DCN],COCC[N+]1=CN(CCC#N)C=C1,N#C[N-]C#N,COCC[N+]1=CN(CCC#N)C=C1.N#C[N-]C#N,353,19.48
[C2CNImEtOEt] [TF2N],COCC[N+]1=CN(CCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,COCC[N+]1=CN(CCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.3,24.04
[C2CNImEtOEt] [TF2N],COCC[N+]1=CN(CCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,COCC[N+]1=CN(CCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.2,23.38
[C2CNImEtOEt] [TF2N],COCC[N+]1=CN(CCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,COCC[N+]1=CN(CCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.2,22.59
[C2CNImEtOEt] [TF2N],COCC[N+]1=CN(CCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,COCC[N+]1=CN(CCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353,21.56
[C2OHMIM][Tf2N],C[N+]1=CN(CCO)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=CN(CCO)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,34
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,39.07
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,38.73
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,38.45
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.15,38.12
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,37.81
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.15,37.48
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,37.22
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.15,36.96
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,36.71
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.15,36.46
[BZMIM][TF2N],CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,36.24
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,288.15,37.7
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,37.6
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,37.4
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,37.1
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.15,36.9
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,36.7
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.15,36.6
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,36.4
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.15,36.1
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,35.9
[Epy][Tf2N],CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.15,35.6
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,298.15,44.9
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,303.15,44.4
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,308.15,44
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,313.15,43.6
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,318.15,43.2
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,323.15,42.8
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,328.15,42.4
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,333.15,41.9
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,338.15,41.5
[Epy][TFA],CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,343.15,41.2
[EPy][DCN],CC[N+]1=CC=CC=C1,N#C[N-]C#N,CC[N+]1=CC=CC=C1.N#C[N-]C#N,288.15,59.9
[EPy][DCN],CC[N+]1=CC=CC=C1,N#C[N-]C#N,CC[N+]1=CC=CC=C1.N#C[N-]C#N,293.15,59.5
[EPy][DCN],CC[N+]1=CC=CC=C1,N#C[N-]C#N,CC[N+]1=CC=CC=C1.N#C[N-]C#N,298.15,59.2
[EPy][DCN],CC[N+]1=CC=CC=C1,N#C[N-]C#N,CC[N+]1=CC=CC=C1.N#C[N-]C#N,303.15,58.8
[EPy][DCN],CC[N+]1=CC=CC=C1,N#C[N-]C#N,CC[N+]1=CC=CC=C1.N#C[N-]C#N,308.15,58.5
[EPy][DCN],CC[N+]1=CC=CC=C1,N#C[N-]C#N,CC[N+]1=CC=CC=C1.N#C[N-]C#N,313.15,58.1
[EPy][DCN],CC[N+]1=CC=CC=C1,N#C[N-]C#N,CC[N+]1=CC=CC=C1.N#C[N-]C#N,318.15,57.9
[C3Py][Tf2N],CCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,34.4
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,298.15,42.1
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,303.15,41.6
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,308.15,41.2
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,313.15,40.8
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,318.15,40.3
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,323.15,39.9
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,328.15,39.5
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,333.15,39.1
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,338.15,38.8
[C3Py][TFA],CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,343.15,38.4
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,298.15,57.9
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,303.15,57.7
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,308.15,57.4
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,313.15,57
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,318.15,56.7
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,323.15,56.4
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,328.15,56.1
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,333.15,55.7
[C3Py][DCN],CCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCC[N+]1=CC=CC=C1.N#C[N-]C#N,338.15,55.4
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,278.15,47.91
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,283.15,47.63
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,288.15,47.29
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,293.15,46.9
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,298.15,46.58
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,303.15,46.3
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,308.15,45.97
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,313.15,45.69
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,318.15,45.38
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,323.15,45.11
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,328.15,44.77
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,333.15,44.46
[BPy][BF4],CCCC[N+]1=CC=CC=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC=C1.F[B-](F)(F)F,338.15,44.24
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,33.4
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,33.2
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.15,32.9
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,32.8
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.15,32.4
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,32.1
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.15,32
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,31.8
[BPy][Tf2N],CCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.15,31.5
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,298.15,36.47
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,303.15,36.27
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,308.15,36.04
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,313.15,35.84
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,318.15,35.66
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,323.15,35.41
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,328.15,35.2
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,333.15,35.04
[Bpy][CF3SO3] (Triflate),CCCC[N+]1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F,338.15,34.82
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,298.15,39.5
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,303.15,39.2
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,308.15,38.8
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,313.15,38.4
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,318.15,37.9
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,323.15,37.5
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,328.15,37
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,333.15,36.6
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,338.15,36.4
[C4Py][TFA],CCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,343.15,35.8
